Absatz,0,0,0,0,0,0,0,0,0,0
Abschaffung,0,0,0,0,0,1,0,0,0,0
Abschaum,0,0,1,0,0,1,0,0,0,0
Abscheu,0,0,1,0,0,1,0,0,0,0
Abschiebung,1,0,0,1,0,1,0,1,0,0
Abschied,0,0,0,0,0,0,0,0,0,0
Abschleppen,0,0,0,0,0,0,0,0,0,0
Abschluss,0,1,0,1,1,0,1,0,1,1
Abschreibungen,0,0,0,1,0,1,0,0,0,0
Abschrift,0,0,0,0,0,0,0,0,0,1
Absendung,0,0,0,0,0,0,0,0,0,0
Absicht,0,0,0,0,0,0,0,0,0,0
Absinth,0,0,0,0,0,0,0,0,0,0
Absolution,0,0,0,0,1,0,1,0,0,1
Absolvent,0,0,0,0,0,0,0,0,0,0
Absorption,0,0,0,0,0,0,0,0,0,0
Absperrung,0,0,0,0,0,0,0,0,0,0
Absprache,1,0,1,1,0,1,0,1,0,0
Abstammung,0,0,0,0,0,0,0,0,0,0
Abstand,1,0,0,1,0,1,0,0,0,0
Absterben,1,0,1,1,0,1,0,1,0,0
Abstieg,0,0,0,0,0,1,0,0,0,0
Abstimmung,0,1,0,0,0,0,1,0,0,1
Abstinenz,0,0,0,0,0,0,0,0,0,0
Abstoßung,0,0,1,1,0,1,0,0,0,0
Abstraktion,0,0,0,0,0,0,0,0,0,0
Abstrich,0,0,0,0,0,0,0,0,0,0
Absturz,0,0,0,1,0,1,0,1,1,0
Absurdität,0,0,0,0,0,1,0,0,0,0
Abszess,0,0,0,0,0,1,0,1,0,0
Abt,0,0,0,0,0,0,0,0,0,1
Abteil,0,0,0,0,0,0,0,0,0,0
Abteilung,0,0,0,0,0,0,0,0,0,0
Abtragung,0,0,0,0,0,0,0,0,0,0
Abtretung,0,0,0,0,0,0,0,0,0,0
Abwanderung,0,0,0,0,0,0,0,0,0,0
Abwasser,0,0,1,0,0,1,0,0,0,0
Abweichung,0,0,1,0,0,1,0,0,0,0
Abweichungen,0,0,0,0,0,0,0,0,0,0
Abwesenheit,0,0,0,1,0,1,0,1,0,0
Abzeichen,0,0,0,0,0,0,0,0,0,1
Abzug,0,0,0,0,0,0,0,0,0,0
Achat,0,0,0,0,0,0,0,0,0,0
Achse,0,0,0,0,0,0,0,0,0,0
Achteck,0,0,0,0,0,0,0,0,0,0
Achtsamkeit,0,0,0,0,0,0,1,0,0,0
Achtung,0,0,0,1,0,1,0,1,0,0
Acker,0,0,0,0,0,0,0,0,0,0
Addierer,1,0,1,1,0,1,0,1,0,0
Adel,0,0,0,0,0,0,1,0,0,0
Ader,0,0,0,0,0,0,1,0,0,0
Adhärenz,0,0,0,0,0,0,0,0,0,0
Adhäsion,0,0,0,0,0,0,0,0,0,0
Adieu,0,0,0,0,0,0,0,0,0,0
Adjektiv,0,0,0,0,0,0,0,0,0,0
Adler,0,0,0,0,0,0,0,0,0,1
Admiral,0,0,0,0,0,0,1,0,0,1
Admiralität,0,0,0,0,0,0,0,0,0,0
Adobe,0,0,0,0,0,0,0,0,0,0
Adressat,0,0,0,0,0,0,0,0,0,0
Adressen,0,1,0,0,0,0,1,0,0,0
Advent,0,1,0,0,1,0,1,0,0,1
Aerodynamik,0,0,0,0,0,0,0,0,0,0
Affe,0,0,0,0,0,0,0,0,0,0
Affinität,0,0,0,0,0,0,0,0,0,0
Affix,0,0,0,0,0,0,0,0,0,0
Affäre,0,0,0,0,0,0,0,0,0,0
Aga,0,0,0,1,0,0,1,0,0,1
Agent,0,0,0,0,0,0,0,0,0,0
Agentur,0,0,0,0,0,0,0,0,0,0
Agglomeration,0,0,0,0,0,0,0,0,0,0
Aggregat,0,0,0,0,0,0,0,0,0,0
Aggression,1,0,0,1,0,1,0,0,0,0
Aggressor,1,0,0,1,0,1,0,0,0,0
Agitation,1,0,0,0,0,1,0,0,0,0
Agonie,1,0,0,1,0,1,0,1,0,0
Aha,0,1,0,0,1,0,1,0,0,0
Ahnen-,0,0,0,0,0,0,0,0,0,1
Ahnung,0,1,0,1,0,1,0,0,0,0
Airbag,0,0,0,0,0,0,0,0,0,0
Akademie,0,0,0,0,0,0,1,0,0,0
Akkolade,0,1,0,0,1,0,1,0,1,1
Akkorde,0,0,0,0,0,0,0,0,0,0
Akkordeon,0,0,0,0,0,0,0,0,0,0
Akkretion,0,0,0,0,0,0,0,0,0,0
Akkumulation,0,0,0,0,0,0,0,0,0,0
Akkusativ,0,0,0,0,0,1,0,0,0,0
Akquisitionen,0,0,0,0,0,0,0,0,0,0
Akrobat,0,0,0,1,1,0,1,0,0,1
Aktion,0,0,0,0,0,0,1,0,0,0
Aktionär,0,0,0,0,0,0,0,0,0,0
Aktivist,0,0,0,0,0,0,0,0,0,0
Aktivität,0,0,0,0,0,0,0,0,0,0
Aktualität,0,0,0,0,0,0,0,0,0,0
Aktuar,0,0,0,0,0,0,0,0,0,0
Akupunktur,0,0,0,0,0,0,0,0,0,0
Akustik,0,0,0,0,0,0,0,0,0,0
Akzent,0,0,0,0,0,0,0,0,0,0
Alabaster,0,0,0,0,0,0,1,0,0,0
Alarm,0,0,0,1,0,1,0,0,1,0
Albernheit,0,0,0,0,0,0,0,0,0,0
Albtraum,0,0,0,1,0,1,0,0,0,0
Album,0,0,0,0,0,0,0,0,0,0
Alchimie,0,0,0,0,0,0,0,0,0,0
Alfalfa,0,0,0,0,0,0,0,0,0,0
Algebra,0,0,0,0,0,0,0,0,0,0
Algorithmus,0,0,0,0,0,0,0,0,0,0
Alibi,0,0,0,0,0,0,0,0,0,0
Alimente,0,0,0,0,0,1,0,0,0,0
Alkali,0,0,0,0,0,0,0,0,0,0
Alkaloide,0,0,0,0,0,0,0,0,0,0
Alkohol,0,0,0,0,0,0,0,0,0,0
Alkoholismus,1,0,1,1,0,1,0,1,0,0
Alkoven,0,0,0,0,0,0,0,0,0,0
Allee,0,0,0,0,0,0,0,0,0,0
Allegorie,0,0,0,0,0,0,0,0,0,0
Allgegenwart,0,0,0,0,0,0,0,0,0,0
Allgemeines,0,0,0,0,0,0,1,0,0,1
Allgemeinheit,0,0,0,0,0,0,0,0,0,0
Allheilmittel,0,0,0,0,0,0,1,0,0,0
Allianz,0,0,0,0,0,0,0,0,0,1
Alligator,0,0,0,0,0,0,0,0,0,0
Allmacht,0,0,0,1,0,1,1,0,0,0
Almanach,0,0,0,0,0,0,0,0,0,0
Alphabet,0,0,0,0,0,0,0,0,0,0
Alt,0,0,0,0,0,0,0,0,0,0
Altar,0,0,0,0,0,0,0,0,0,0
Alter,0,0,0,0,0,0,0,0,0,0
Alternative,0,0,0,0,0,0,0,0,0,0
Alterung,0,0,0,0,0,0,0,0,0,0
Alveolar,0,0,0,0,0,0,0,0,0,0
Amalgam,0,0,0,0,0,0,0,0,0,0
Amateur,0,0,0,0,0,0,0,0,0,0
Amboss,0,0,0,0,0,0,0,0,0,0
Ambulanz,0,0,0,1,0,0,0,0,0,1
Ameise,0,0,0,0,0,0,0,0,0,0
Amen,0,0,0,0,1,0,1,0,0,1
Amethyst,0,0,0,0,0,0,0,0,0,0
Ammoniak,0,0,1,0,0,0,0,0,0,0
Amnesie,0,0,0,0,0,1,0,0,0,0
Amnestie,0,0,0,0,1,0,1,0,0,0
Amoklauf,1,0,0,1,0,1,0,0,0,0
Amortisation,0,0,0,0,0,0,0,0,0,1
Amphetamine,0,0,1,0,0,1,0,0,0,0
Amphibie,0,0,0,0,0,0,0,0,0,0
Amphitheater,0,0,0,0,0,0,0,0,0,0
Amplitude,0,0,0,0,0,0,0,0,0,0
Amputation,0,0,0,0,0,0,0,0,0,0
Amtseinführung,0,1,0,0,1,0,1,0,0,1
Amtsenthebungsverfahren,0,0,0,0,0,1,0,0,0,0
Amtszeit,0,0,0,0,0,0,0,0,0,0
Amulett,0,0,0,0,0,0,0,0,0,0
Amüsement,0,0,0,0,1,0,1,0,0,0
Ana,0,0,0,0,0,0,0,0,0,0
Anakonda,0,0,1,1,0,1,0,0,0,0
Analgetikum,0,0,0,0,0,0,0,0,0,0
Analogie,0,0,0,0,0,0,0,0,0,0
Analphabet,0,0,1,0,0,1,0,0,0,0
Analysator,0,0,0,0,0,0,0,0,0,0
Analyse,0,0,0,0,0,0,0,0,0,0
Analytiker,0,1,0,0,0,0,1,0,0,1
Ananas,0,0,0,0,0,0,0,0,0,0
Anarchie,1,0,0,1,0,1,0,0,0,0
Anarchismus,1,0,0,1,0,1,0,0,0,0
Anarchist,1,0,0,1,0,1,0,0,0,0
Anastomose,0,0,0,0,0,0,0,0,0,0
Anathema,1,0,1,1,0,1,0,1,0,0
Anatomie,0,0,0,0,0,0,0,0,0,0
Anbau,0,0,0,0,0,0,1,0,0,0
Anbaufläche,0,0,0,0,0,0,0,0,0,0
Anbetung,0,0,0,0,1,0,1,0,0,1
Anbindung,0,0,0,0,0,0,0,0,0,0
Anchorage,0,0,0,0,0,0,1,1,0,0
Andacht,0,0,0,0,0,0,1,0,0,1
Andenken,0,0,0,0,0,0,1,0,0,0
Andeutung,0,0,0,0,0,0,0,0,0,0
Androgen,0,0,0,0,0,0,0,0,0,0
Aneignung,0,0,0,0,0,1,0,0,0,0
Anemone,0,0,0,0,0,0,0,0,0,0
Anerkennung,0,0,0,0,1,0,1,0,0,1
Anfang,0,0,0,0,0,0,0,0,0,0
Anforderung,0,0,0,0,0,0,0,0,0,0
Anfrage,0,0,0,0,0,0,0,0,0,0
Anfragen,0,0,0,0,0,0,0,0,0,0
Anfälligkeit,0,0,0,0,0,0,0,0,0,0
Anfänger,0,0,0,0,0,0,0,0,0,0
Angeber,0,0,0,0,0,0,0,0,0,0
Angebot,0,0,0,0,0,0,1,0,0,0
Angelegenheit,0,0,0,0,0,0,0,0,0,0
Angeln,0,1,0,0,0,1,0,0,0,0
Angemessenheit,0,0,0,0,0,0,1,0,0,0
Angestellter,0,0,0,0,0,0,1,0,0,1
Angina,0,0,0,1,0,1,0,0,0,0
Angiographie,0,0,0,0,0,0,0,0,0,0
Angreifer,1,0,0,1,0,1,0,1,0,0
Angriff,1,0,0,1,0,1,0,0,0,0
Angst,1,1,0,1,0,1,0,1,0,0
Angststörung,0,0,0,1,0,1,0,1,0,0
Anhang,0,0,0,0,0,0,1,0,0,0
Anhänger,0,0,0,0,0,0,0,0,0,0
Anhängsel,0,0,0,0,0,0,0,0,0,0
Anhäufung,0,0,0,0,0,0,0,0,0,0
Animation,0,0,0,0,0,0,0,0,0,0
Animus,1,0,0,0,0,1,0,0,0,0
Anker,0,0,0,0,0,0,1,0,0,0
Anklage,1,0,1,0,0,1,0,0,0,0
Ankläger,1,0,0,1,0,1,0,0,0,0
Ankunft,0,1,0,0,0,0,0,0,0,0
Anlage,0,0,0,0,0,0,0,0,0,0
Anliegen,0,0,0,0,0,0,0,0,0,0
Anlieger,0,0,0,0,0,0,0,0,0,0
Anmeldung,0,0,0,0,0,0,0,0,0,0
Anmerkung,0,0,0,0,0,0,0,0,0,0
Anmut,0,0,0,0,0,0,1,0,0,0
Annahme,0,0,0,0,0,0,1,0,0,0
Annalen,0,0,0,0,0,0,0,0,0,0
Annehmlichkeit,0,0,0,0,0,0,1,0,0,0
Annexion,0,0,0,0,0,0,0,0,0,0
Annäherung,0,1,0,0,0,0,0,0,0,0
Anomalie,0,0,0,1,0,1,0,0,1,0
Anordnung,0,0,0,0,0,0,0,0,0,0
Anrede,0,0,0,0,0,0,0,0,0,0
Anregung,0,0,0,0,0,0,0,0,0,0
Anreiz,0,0,0,0,0,0,0,0,0,0
Anrichte,0,0,0,0,0,0,0,0,0,0
Anruf,0,0,0,0,0,0,0,0,0,0
Anrufe,0,1,0,0,0,1,0,0,0,1
Anschein,0,0,0,0,0,0,0,0,0,0
Anschrift,0,0,0,0,0,0,0,0,0,0
Anspielung,0,0,0,0,0,0,0,0,0,0
Anspitzer,0,0,0,0,0,0,0,0,0,0
Anspruchsvoll,0,0,0,0,0,1,0,0,0,0
Ansprüche,0,0,0,0,0,1,0,0,0,0
Anstand,0,0,0,0,0,0,1,0,0,0
Ansteckung,0,1,1,1,0,1,0,0,0,0
Anstieg,0,0,0,0,0,0,0,0,1,0
Anstiftung,0,0,0,0,0,0,0,0,0,0
Anstrengung,0,0,0,0,0,0,1,0,0,0
Ansturm,0,0,0,0,0,0,0,0,0,0
Antagonismus,1,0,0,0,0,1,0,0,0,0
Anteil,0,0,0,0,0,0,0,0,0,0
Antenne,0,0,0,0,0,0,0,0,0,0
Anthologie,0,0,0,0,0,0,0,0,0,0
Anthropologie,0,0,0,0,0,0,0,0,0,0
Antibiotika,0,0,0,0,0,0,1,0,0,0
Antibiotikum,0,0,0,0,0,0,0,0,0,0
Antichrist,1,0,1,1,0,1,0,0,0,0
Antike,0,0,0,0,0,0,0,0,0,0
Antilope,0,0,0,0,0,0,0,0,0,0
Antimon,0,0,0,0,0,0,0,0,0,0
Antipathie,1,0,1,0,0,1,0,0,0,0
Antiquariat,0,0,0,0,0,0,0,0,0,0
Antiquität,0,0,0,0,0,0,1,0,0,0
Antiseptikum,0,0,0,0,0,0,1,0,0,1
Antithese,1,0,0,0,0,1,0,0,0,0
Antlitz,0,0,0,0,0,0,0,0,0,0
Antragsteller,0,1,0,0,0,0,0,0,0,0
Antrieb,0,0,0,0,0,0,0,0,0,0
Antwort,0,0,0,0,0,0,0,0,0,0
Antworten,0,0,0,0,0,0,0,0,0,0
Anwalt,1,0,1,1,0,1,0,0,0,0
Anweisung,0,0,0,0,0,0,1,0,0,1
Anweisungen,0,1,0,0,0,0,0,0,0,1
Anwendbarkeit,0,0,0,0,0,0,0,0,0,0
Anwendung,0,0,0,0,0,0,0,0,0,0
Anwesen,0,0,0,0,0,0,0,0,0,0
Anzahl,0,0,0,0,0,0,0,0,0,0
Anzeichen,0,0,0,0,0,0,0,0,0,0
Anzeige,0,0,0,0,0,0,0,0,0,0
Anästhesie,0,0,0,0,0,0,0,0,0,0
Aorta,0,0,0,0,0,0,0,0,0,0
Apache,0,0,0,1,0,1,0,0,0,0
Apathie,0,0,0,0,0,1,0,1,0,0
Apex,0,0,0,0,0,0,0,0,0,0
Apfel,0,0,0,0,0,0,0,0,0,0
Apfelwein,0,0,0,0,0,0,1,0,0,0
Apologet,0,0,0,0,0,0,0,0,0,0
Apostasie,0,0,0,0,0,0,0,0,0,0
Apostat,0,0,0,0,0,0,0,0,0,0
Apostel,0,0,0,0,0,0,1,0,0,1
Apostroph,0,0,0,0,0,0,0,0,0,0
Apotheke,0,0,0,0,0,0,0,0,0,0
Apotheker,0,0,0,0,0,0,0,0,0,0
Appendizitis,0,0,0,1,0,1,0,1,0,0
Appetit,0,0,0,0,0,0,0,0,0,0
Apropos,0,0,0,0,0,0,0,0,0,0
Aqua,0,0,0,0,0,0,0,0,0,0
Aquamarin,0,0,0,0,0,0,0,0,0,0
Aquarium,0,0,0,0,0,0,0,0,0,0
Aquädukt,0,0,0,0,0,0,0,0,0,0
Arbeit,0,0,0,0,0,0,1,0,0,0
Arbeiten,0,0,0,0,0,0,1,0,0,0
Arbeiter,0,0,0,0,0,0,0,0,0,0
Arbeitgeber,0,0,0,0,0,0,0,0,0,0
Arbeitslosengeld,0,0,0,0,0,1,0,1,0,0
Arbeitsmappe,0,0,0,0,0,0,0,0,0,0
Arbeitsplatz,0,0,0,0,0,0,0,0,0,0
Arche,0,0,0,0,0,0,0,0,0,0
Archetyp,0,0,0,0,0,0,0,0,0,0
Archipel,0,0,0,0,0,0,0,0,0,0
Architekt,0,0,0,0,0,0,0,0,0,0
Architektur,0,0,0,0,0,0,0,0,0,0
Archiv,0,0,0,0,0,0,0,0,0,0
Archäologe,0,0,0,0,0,0,0,0,0,0
Archäologie,0,1,0,0,0,0,1,0,0,0
Arena,0,0,0,0,0,0,0,0,0,0
Argumentation,1,0,0,0,0,0,0,0,0,0
Argumente,1,0,0,0,0,0,0,0,0,0
Aristokrat,0,0,0,0,0,0,0,0,0,0
Arithmetik,0,0,0,0,0,0,0,0,0,0
Arkade,0,0,0,0,0,0,0,0,0,0
Arktis,0,0,0,0,0,0,0,0,0,0
Arm,0,0,0,0,0,0,0,0,0,0
Armada,0,0,0,0,0,0,0,0,0,0
Armaturenbrett,0,0,0,0,0,0,0,0,0,0
Armband,0,0,0,0,0,0,0,0,0,0
Armbanduhr,0,0,0,0,0,0,0,0,0,0
Armbrust,0,0,0,0,0,0,0,0,0,0
Armut,1,0,1,1,0,1,0,1,0,0
Aroma,0,0,0,0,0,0,1,0,0,0
Arroganz,0,0,0,0,0,1,0,0,0,0
Arsch,0,0,0,0,0,1,0,0,0,0
Arschloch,1,0,1,0,0,1,0,0,0,0
Arsen,0,0,1,1,0,1,0,1,0,0
Arsenal,0,0,0,0,0,0,0,0,0,0
Art,0,0,0,0,0,0,1,0,0,0
Arterie,0,0,0,0,0,0,0,0,0,0
Artikel,0,0,0,0,0,0,0,0,0,0
Artikulation,0,0,0,0,0,0,1,0,0,0
Artillerie,0,0,0,1,0,1,0,0,0,0
Artischocke,0,0,0,0,0,0,0,0,0,0
Arzneimittel,0,0,0,0,0,0,0,0,0,0
Arzt,0,0,0,0,0,0,1,0,0,1
As,0,0,0,0,0,0,1,0,0,0
Asche,0,0,0,0,0,1,0,0,0,0
Asket,0,0,0,0,0,0,0,0,0,0
Asp,0,0,0,1,0,0,0,0,0,0
Aspartam,0,0,0,0,0,0,0,0,0,0
Aspekt,0,0,0,0,0,0,0,0,0,0
Aspekte,0,0,0,0,0,0,0,0,0,0
Asphalt,0,0,0,0,0,0,0,0,0,0
Aspiration,0,1,0,0,1,0,1,0,1,1
Assgeier,0,0,0,0,0,1,0,0,0,0
Assimilation,0,0,0,0,0,0,0,0,0,0
Assistent,0,0,0,0,0,0,0,0,0,0
Asteroiden,0,0,0,0,0,0,0,0,0,0
Astigmatismus,0,0,0,0,0,0,0,0,0,0
Astrologe,0,1,0,0,0,0,1,0,0,0
Astrologie,0,0,0,0,0,0,0,0,0,0
Astronaut,0,0,0,0,0,0,1,0,0,0
Astronom,0,1,0,0,0,0,1,0,0,0
Astronomie,0,0,0,0,0,0,0,0,0,0
Asyl,0,0,0,1,0,1,0,0,0,0
Asymmetrie,0,0,1,0,0,0,0,0,0,0
Atelier,0,0,0,0,0,0,0,0,0,0
Atem,0,0,0,0,0,0,0,0,0,0
Atheismus,0,0,0,0,0,1,0,0,0,0
Atherosklerose,0,0,0,1,0,1,0,1,0,0
Athlet,0,0,0,0,0,0,1,0,0,0
Atlas,0,0,0,0,0,0,0,0,0,0
Atmosphäre,0,0,0,0,0,0,0,0,0,0
Atmung,0,0,0,0,0,0,0,0,0,0
Atoll,0,0,0,0,0,0,0,0,0,0
Atom,0,0,0,0,0,0,1,0,0,0
Atrium,0,0,0,0,0,0,0,0,0,0
Atrophie,0,0,1,1,0,1,0,1,0,0
Attacke,1,0,0,1,0,1,0,0,0,0
Attentäter,1,0,0,1,0,1,0,1,0,0
Attitüde,0,0,0,0,0,0,0,0,0,0
Attraktion,0,0,0,0,0,0,1,0,0,0
Attraktivität,0,0,0,0,0,0,1,0,0,0
Attrappe,0,0,0,0,0,1,0,0,0,0
Attribut,0,0,0,0,0,0,0,0,0,0
Attrition,0,0,0,0,0,0,0,0,0,0
Auditorium,0,0,0,0,0,0,0,0,0,0
Auerhahn,0,0,0,0,0,0,0,0,0,0
Aufbau,0,0,0,0,0,0,0,0,0,0
Aufenthalt,0,0,0,0,0,0,0,0,0,0
Aufenthaltsort,0,0,0,0,0,0,0,0,0,0
Auferstehung,0,0,0,0,0,0,0,0,0,0
Auffahrt,0,0,0,0,0,0,0,0,0,0
Auffassung,0,0,0,1,0,1,0,0,0,0
Aufforderung,0,0,0,0,0,0,0,0,0,0
Aufgabe,1,0,0,1,0,1,0,1,1,0
Aufgelöst,0,0,0,0,0,0,0,0,0,0
Aufhebung,0,0,0,0,0,1,0,1,0,0
Aufklärung,0,0,0,0,0,0,0,0,0,0
Auflage,0,1,0,0,0,0,0,0,0,0
Auflistung,0,0,0,0,0,0,0,0,0,0
Auflösung,1,0,0,1,0,1,0,1,1,0
Aufmerksamkeit,0,0,0,0,0,0,1,0,0,0
Aufnahme,0,0,0,0,0,0,0,0,0,1
Aufregung,1,0,0,0,0,1,0,0,0,0
Aufrichtigkeit,0,0,0,0,0,0,1,0,0,0
Aufruf,0,1,0,0,0,0,0,0,0,1
Aufruhr,1,0,0,0,0,1,0,0,0,0
Aufsatz,0,0,0,0,0,0,0,0,0,0
Aufschrei,1,0,0,1,0,1,0,0,1,0
Aufschub,0,0,0,0,0,1,0,0,0,0
Aufsehen,0,0,0,0,0,0,0,0,0,0
Aufseher,0,0,0,0,0,0,0,0,0,0
Aufsicht,0,0,0,0,0,1,0,0,0,0
Aufspaltung,0,0,0,0,0,1,0,1,0,0
Aufstand,1,0,0,1,0,1,0,0,0,0
Aufstieg,0,0,0,0,0,0,0,0,0,0
Aufstoßen,0,0,1,0,0,0,0,0,0,0
Aufständischer,0,0,0,0,0,1,0,0,0,0
Auftakt,0,0,0,0,0,0,0,0,0,0
Aufteilung,0,0,0,0,0,0,0,0,0,0
Auftrag,0,1,0,0,0,0,1,0,0,1
Auftreten,0,0,0,0,0,0,0,0,0,0
Auftrieb,0,0,0,0,0,0,0,0,0,0
Aufwecker,0,0,0,0,0,0,0,0,0,0
Aufzeichnung,0,0,0,0,0,0,0,0,0,0
Aufzug,0,0,0,0,0,0,0,0,0,0
Aufzählung,0,0,0,0,0,0,0,0,0,0
Auge,0,0,0,0,0,0,0,0,0,0
Augen,0,0,0,0,0,0,0,0,0,0
Augenarzt,0,0,0,0,0,0,0,0,0,0
Augenbinde,0,1,0,1,0,0,0,0,1,0
Augenzeuge,0,0,0,0,0,0,0,0,0,1
Augmentation,0,0,0,0,0,0,0,0,0,0
August,0,0,0,0,0,0,1,0,0,0
Auktionator,0,0,0,0,0,0,0,0,0,0
Aura,0,0,0,0,0,0,1,0,0,0
Ausarbeitung,0,0,0,0,0,0,1,0,0,0
Ausbeuten,0,0,0,0,0,0,0,0,0,0
Ausbildung,0,0,0,0,0,0,0,0,0,0
Ausblasen,0,0,0,0,0,1,0,0,0,0
Ausblick,0,0,0,0,0,0,0,0,0,0
Ausbreitung,0,0,0,0,0,0,0,0,0,0
Ausbrennen,0,0,0,0,0,0,0,0,0,0
Ausbruch,0,0,0,0,0,0,0,0,0,0
Ausbuchtung,0,0,0,0,0,0,0,0,0,0
Ausdauer,0,0,0,0,0,0,1,0,0,0
Ausdruck,0,0,0,0,0,0,0,0,0,0
Auseinandersetzung,1,0,0,0,0,1,0,0,0,0
Ausfahrt,0,0,0,0,0,0,0,0,0,0
Ausfall,0,0,0,0,0,0,0,0,1,0
Ausfallschritt,0,0,0,0,0,0,0,0,1,0
Ausflug,0,0,0,0,0,0,0,0,0,0
Ausfuhr,0,0,0,0,0,0,0,0,0,0
Ausführlichkeit,0,0,0,0,0,1,0,0,0,0
Ausführung,0,0,0,0,0,0,0,0,0,0
Ausgabe,0,0,0,0,0,0,0,0,0,0
Ausgaben,0,0,0,0,0,1,0,0,0,0
Ausgang,0,0,0,0,0,0,0,0,0,0
Ausgangssperre,0,0,0,0,0,0,0,0,0,0
Ausgezeichnet,0,0,0,0,1,0,1,0,0,1
Ausgleich,0,0,0,0,0,0,0,0,0,0
Ausgrabung,0,1,0,0,0,1,0,0,1,0
Ausland,0,0,0,0,0,0,0,0,0,0
Auslauf,0,0,0,0,0,0,0,0,0,0
Ausleger,0,0,0,0,0,0,0,0,0,0
Ausleihe,0,0,0,0,0,0,0,0,0,0
Auslieferung,0,0,0,0,0,0,0,0,0,0
Ausländer,0,0,0,1,0,1,0,0,0,0
Auslöschung,0,0,0,1,0,1,0,1,0,0
Ausmaß,0,0,0,0,0,0,0,0,0,0
Ausnahme,0,0,0,0,0,0,0,0,0,0
Auspizien,0,0,0,0,0,0,0,0,0,0
Auspuff,0,0,0,0,0,1,0,0,0,0
Ausrichtung,0,0,0,0,0,0,0,0,0,0
Ausrottung,1,0,1,1,0,1,0,0,0,0
Ausruhen,0,0,0,0,0,0,0,0,0,0
Ausrüster,0,0,0,0,0,0,0,0,0,0
Ausrüstung,0,0,0,0,0,0,0,0,0,0
Aussage,0,0,0,0,0,0,1,0,0,1
Ausscheidung,0,0,1,0,0,0,0,0,0,0
Ausschlag,0,0,1,0,0,1,0,0,0,0
Ausschluss,0,0,1,1,0,1,0,1,0,0
Ausschnitt,0,0,0,0,0,0,0,0,0,0
Ausschuss,0,0,0,0,0,0,0,0,0,0
Ausschweifung,0,0,1,1,0,1,0,0,0,0
Aussehen,0,0,0,0,0,0,0,0,0,0
Aussicht,0,0,0,0,0,0,1,0,0,0
Aussparung,0,0,0,0,0,0,0,0,0,0
Aussparungen,0,0,0,1,0,0,0,0,0,0
Aussprache,0,0,0,0,0,0,0,0,0,0
Ausstattung,0,0,0,0,0,0,1,0,0,1
Ausstellung,0,0,0,0,0,0,0,0,0,0
Ausstellungsstück,0,0,0,0,0,0,0,0,0,0
Austausch,0,0,0,0,0,0,1,0,0,1
Auster,0,0,0,0,0,0,0,0,0,0
Auswahl,0,0,0,0,0,0,1,0,0,0
Auswanderer,0,0,0,0,0,1,0,0,0,0
Auswanderung,0,0,0,0,0,0,0,0,0,0
Auswaschung,0,0,0,0,0,0,0,0,0,0
Auswechslung,0,0,0,0,0,0,0,0,0,0
