id,description,anger,fear,surprise,sadness,joy,disgust,envy,jealousy,other
1.53373341753948E+018,"@AliCologne Die Muslime versuchen genau das was leider auch bei vielen Deutschen immer noch im Kopp ist: Religion sei eine Rasse. Diese Trennung ist blöd, genauso wie bei „Deutsche und Juden“. Jeder hat das Recht Christentum, Judentum oder Islam für sich abzulehnen.",,,,,,,,,
1.5335389655921E+018,"""reducing the number of trans People""\nUnd jetzt tauschen wir mal das Wort #trans aus mit:\n""Ausländer""\n""Juden""\n""BIPoC""\n\nIst euch jetzt endlich klar, dass es Faschisten der übelsten Sorte sind?\nDass #TERFs von VERNICHTUNG sprechen?\nRechte nutzen die Rethorik von NAZIS!\n#PrideMonth https://t.co/cOgkhQ4jtU",,,,,,,,,
1.53343940965537E+018,"Wenn ein #Muslim die #Kotel ""stürmt"", was machen die #Juden?\nhttps://t.co/kXT0cVefBg",,,,,,,,,
1.53335922782099E+018,"Thread: #Nazi plante mutmaßlich wohl Anschläge in #Frankreich gegen #Juden, #PeopleofColor und die #LGBT-Community. Bevor er seine Anschlagspläne durchführen konnte, wurde der Nazi festgenommen. Im Social-Media war er unter „#HEINRICHHIMMLER88“ unterwegs. 1/x https://t.co/xTgcUv8tis https://t.co/pc1dLedmrb",,,,,,,,,
1.532570205335E+018,"Shabbat Shalom @luckaged🕯🕯🍷Shavuot ist nämlich der Feiertag, der uns zu Juden gemacht hat, der uns autonom gemacht hat, der uns definiert hat. Aber wir beobachten und feiern ihn nicht so sehr wie Pesach, oder die Hohen Heiligen Tage. Wie schade. Chag Shavuot Sameach. Omer 48. https://t.co/keByVh4jGh",,,,,,,,,
1.53253820024529E+018,"@DerRedstone_Pro @Karimjsmlchr Du bist in sofern verantwortlich, das du  behauptest, das Jüdinnen:Juden und Moslems Verfassungsfeinde währen...",,,,,,,,,
1.53247719468501E+018,Weil diese Leute durch ein Beschneidungsverbot Juden und Muslime aus Deutschland vertreiben wollen https://t.co/9Tx2zqXgzY,,,,,,,,,
1.53243443342017E+018,"@patriarchats @derspiegel Ja bei den Islam gibt es keine Integration, keine Anpassung und keine Toleranz an Christen, Juden, in Homosexuelle usw oder andere Glauben und Rasse. https://t.co/yGre3v66B5",,,,,,,,,
1.5324323009102E+018,@gymboigoassmass Ein beschneidungs verbot würde tiefgreifenden in die religionsweitergabe von juden und Muslimen eingreifen =&gt,,,,,,,,,
1.53240427716715E+018,"@netnrd Naja, an rosa Einhörner dürfen sie ja glauben(egal ob Juden oder Christen)...aber Kindern Körperteile abschneiden ist dann doch eine andere Nummer und moralisch nicht ganz vergleichbar, oder?",,,,,,,,,
1.53240355972304E+018,"@Karimjsmlchr Nein, sie dürfen hier weiter undiskriminiert leben. Es sind andere Juden, die ihm Ärger machen, wenn ein Junge intakt ist.\nDas ist ein medizinisch nicht notwendiger kosmetischer Eingriff an einem Kind, dazu unter hygienischen Bedingungen durchgeführt, für die Arzt bestraft würde.",,,,,,,,,
1.53238148813358E+018,"@LazyPears @HasnainKazim ""Die Bösen Juden"" im Strohmännerbauen gibt es heute eine 1 👍👍👍👍",,,,,,,,,
1.53235781332594E+018,".@RashadAlhindi - und bislang 8 weitere Personen, die das liken - will also gar nicht alle Juden tot sehen, sondern nur die zionistischen. Wenn das nicht mal nachvollziehbare Kritik an der israelischen Regierungspolitik ist... https://t.co/fBvasVRjFO @Mirjam_Fischer https://t.co/SxXZR0cH62",,,,,,,,,
1.53235642864787E+018,@evangelisch_de Wie sind die juden schwarz geworden ?  https://t.co/OcD7YCoEm9,,,,,,,,,
1.53232734887973E+018,"Mazel tov, Your Majesty! Queen Elizabeth II. feiert diese Woche ihr 70. Thronjubiläum, und viele Juden im Vereinigten Königreich feiern mit. Schließlich gilt ihnen die Monarchie seit Jahrhunderten als Symbol der Stabilität. https://t.co/87CgKoJRa9",,,,,,,,,
1.53231809783471E+018,"Hahahaha neulich hat mich Mal wer gefragt ob ich Mal für ihn backen kann, weil ✨die Juden✨backen ja so gutes Brot 😍",,,,,,,,,
1.53213513626697E+018,@SawsanChebli Blödes gerede chebeli neutürk und Lanbrecht brauch kein Mensch chebli meint echt moslems und juden sind der Nabel der Welt 1800 km weit weg ist krieg und sie labert von Jemen und Syrien,,,,,,,,,
1.5320622133471E+018,"Heute vor 60 Jahren, am 31.05.1962, wurde Adolf Eichmann, Architekt der „Endlösung“, und damit mitverantwortlich für den industrialisierten Massenmord an sechs Millionen Juden:Jüdinnen, in Jerusalem gehängt.\n\nEs ist bis heute die einzige Todesstrafe in der Geschichte Israels. https://t.co/aNkLvN9sPY",,,,,,,,,
1.53191266437666E+018,"#Ukraine. Sanktionen wirken langsam. Aber der Ukraine geht die Puste aus.Und immer noch keine robusten Waffen aus Dt. In WWII wurden die Ukrainer - Slawen und Juden - von Deutschen vernichtet. Heute verwehren wir ihnen die Waffen, mit denen sie sich schützen könnten.",,,,,,,,,
1.53151391880339E+018,"Ursprünglich ""in Stein gemeißelter #Antisemitismus"" – und nun ein Mahnmal? Der @BGH_Bund hat sich mit dem Relief der Wittenberger ""Judensau"" befasst. @Chr_Rath war bei der Verhandlung:\nhttps://t.co/bV7iWJWtrA",,,,,,,,,
1.53129070523421E+018,"„Mit dem Flaggenmarsch feiern Israelis die Eroberung des arabischen Ostteils Jerusalems 1967,“ so die @tagesschau\n\n„Arabisch“ war der Osten von #Jerusalem nur, weil Araber\n19 Jahre zuvor die Juden vertrieben hatten. Seit 1948 war Ostjerusalem erstmals seit Jahrtausenden judenfrei https://t.co/hxaBSQ5yte",,,,,,,,,
1.53125132612172E+018,@welt Ehe sie anderen nazi Vergleiche unterstellt-sollte sie sich mal Gedanken machen? Was der ehemalige Konzern ihres sugardaddy im 2. WK mit juden und anderen Bevölkerungsgruppen angestellt hat. Da waren es nicht nur Vorwürfe sondern menschenverachtende Maßnahmen bis zum Tode!,,,,,,,,,
1.53123379932496E+018,"@kurata_yasuaki @NiklasKorber Aber das Ausmaß dass man in SO einem großen Stil auf die Straße geht und ohne jede Form von Zurückhaltung Juden den Tot wünscht ist eine Qualität die man so nirgendwo anders findet, und genau dazu hast du scheinbar absolut keine Haltung oder Meinung, deswegen ist dein ganzes",,,,,,,,,
1.5310245274672E+018,@mumenmomen32 Dummschwall. Genetisch sind die Palästinenser genauso (nicht) Phönizier wie die Juden. Kulturell sind die Juden den Phöniziern sogar näher als die Araber.,,,,,,,,,
1.53100264534283E+018,"Herr Hammer lässt keine Replys zu, daher auf diesem Weg: Jordanien besetzte Ostjerusalem 1948 und verwehrte Juden den Zugang zu ihren Heiligen Stätten. Die Wiedervereinigung 1967 hat der Stadt gutgetan, und zwar allen Bevölkerungsgruppen, was Herr Hammer verschweigt. Na ja, ARD. https://t.co/wfDrZytsKm",,,,,,,,,
1.53098011787437E+018,"Die Propheten sagten, wenn du die Juden aussprichst, lügen sie. Es gibt keinen Bund und keinen Frieden mit ihnen. Sie lieben weder Gott noch die Menschheit. Heuchler. Gott wird ihnen keine Heimat geben. Er wird ihnen alles geben. Dies Familie ist jüdisch, ihre Geschichte ist schm https://t.co/HBwTfpLIoO",,,,,,,,,
1.53092350020618E+018,@Heisenberg9127 @BILD Dummmmdudummdummdummmdudududummmm🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️ Nazi mit ein Herz für Israel 🤣🤣🤣🤣was hat den al Husseini damit zutun?! Hat er die Juden getötet?,,,,,,,,,
1.53092192486763E+018,"»Dass ausgerechnet in Deutschland die Drohung, Millionen Juden ermorden zu wollen, in der öffentlichen und politischen Debatte über den Umgang mit dem #Iran kaum Resonanz findet, erstaunt stets aufs Neue.« Ein #Kommentar von Remko Leemhuis @AJCBerlin https://t.co/sfP3VT9R61",,,,,,,,,
1.5308989220629E+018,"Vorne links das Plakat mit rassistischem &amp; antisemitischem Sujet. Dahinter gehen die selbstbezeichneten „Juden für Aufklärung“, angeführt von einem ehemaligen FPÖler, Holocaustverharmloser &amp; selbstbezeichnetem Juden. Er versucht so vergeblich Antisemitismusvorwürfe zu entkräften. https://t.co/U7mtf594ad",,,,,,,,,
1.5305074531374E+018,@luceid @MohammedAliSlim @BILD Frag mal den Juden ob er für körperliche Unversehrtheit steht (Grundgesetz) oder ob er dafür steht ein Neugeborenes am 7 Tag seines Lebens zu beschneiden. Frag das einen Juden was für ihn höher steht,,,,,,,,,
1.53027547244936E+018,"@jreichelt Eine Frage: ist es eigentlich Antisemitismus, wenn die Polizei und der Verfassungsschutz Jüdinnen und Juden sowie Opfernachfahren verbietet, des Holocaust zu gedenken?\n\nhttps://t.co/kAFLnySLYf\n\n#Mauthausen1405 #Holocaustgedenkverbot",,,,,,,,,
1.53021331945332E+018,@realjonaswd Und Antiislamismus ist eine Gefahr für die Juden,,,,,,,,,
1.53008126195128E+018,P.S.: Die Juden waren auch Polen.,,,,,,,,,
1.53006535753228E+018,"Juden aufgepaßt! Sie haben geglaubt, Sie seien die primären Opfer von antisemitischen, oft gewalttätigen Attacken, häufig von Muslimen?\n\nFalsch! Vor allem sind Muslime vom Judenhaß betroffen. Sagen Sie hinterher nicht, Sie hätten nichts gewußt! https://t.co/kiVcvr7c3i",,,,,,,,,
1.5299405407367E+018,"@AloisAlz @HollsteinM Es sind ehr die deutsch faschistischen Züge, die jeden Antisemitismus Vorwurf abwehren und ihn als schädlicher als eigentlichen Antisemitismus begreifen.\nAber warum sollten Deutsche mit Täterhintergrund schon auf Juden hören...",,,,,,,,,
1.52992381300112E+018,@xileffff @SZ Es steht nicht mal was über Juden da xD schlechter geht's nicht du ekeliger Mensch,,,,,,,,,
1.52990089937566E+018,"@MeronMendel @xileffff @SZ @APosener @Volker_Beck @PBahners @RubenGerczi Von mir aus hat das Bild die Merkmale antisemitischer Karikaturen welche Juden mit gespitzten Nasen und Ohren darstellen. Der wirre Blick (nach Motto ""Vorsicht! Ein gefährlicher irrer Typ!"") und die Fettleibigkeit (ein typischer Weg, einen ""Ausbeuter"" zu mahlen) kommen dazu. https://t.co/KVPkXmAanm",,,,,,,,,
1.52988145930101E+018,"Dass ‚rassenbiologisch’ konstruierte Judenfeindlichkeit „vor allem“ Muslime statt Juden bedroht, ergibt absolut keinen Sinn..\n(Muslimfeindlichkeit bedroht auch nicht „vor allem“ Juden.) https://t.co/UWSbjbuG9w",,,,,,,,,
1.52973696917295E+018,"Die @SZ kann es nicht lassen. Sie gibt dem jüdischen Präsidenten nicht zufällig Züge, die eher der Karikatur eines Juden als der Physiognomie des Präsidenten ähneln. Und so wissen wir, wer die Welt kontrolliert. https://t.co/rgdJAAjkJC",,,,,,,,,
1.52963860459892E+018,"@vsejensinysluhi @max_katz Ich frag mich ja, ob die Polen solche Leute wie dich wirklich in ihrem Land haben wollen. Hätten sie doch bloß die ""Karta Polaka"" nicht willkürlich an alle in den ehem. polnischen Ostgebieten verteilt, immerhin hat dein Idol deinen letzten Satz auch auf Polen und Juden angewandt.",,,,,,,,,
1.52957657187894E+018,"Die Juden der Ukraine stellen sich entschlossen hinter ihr Land, viele kämpfen gegen Russland. Lange aber waren die Beziehungen zwischen Juden und Ukrainern von Misstrauen geprägt. Wie entstand also der jüdische Ukrainer? Ein🧵 (first of many, it’s REALLY complicated).\n\n1/28 https://t.co/h5Q0XP3er4",,,,,,,,,
1.52934505737931E+018,"So, jetzt bescheinigt die offizielle Vertretung der Jüdinnen und Juden in Österreich dem @News des @horstpirker, es habe ""antisemitische Stereotype in einem eklatanten Ausmaß wiedergegeben"". Aber was verstehen die Juden schon von Antisemitismus... https://t.co/gDMNfca1PI",,,,,,,,,
1.52908989154333E+018,"„Ich beschloss, alles in meinen Kräften Stehende zu tun, um die Verwirklichung dieser Pläne zu verhindern,“ schrieb Peschew über die Deportationen aus Bulgarien. Dank seiner Hilfe wurde #andiesemtag 1943 der Deportationsplan von 48.000 Juden aufgehoben https://t.co/sLPCgzrAdc https://t.co/jFe7hrfFHc",,,,,,,,,
1.52903989010033E+018,"Zehner-Faktencheck: David Collier, twitter, 21. Mai 2022 Faktencheck 1:Mythos: Bevor es Israel gab, lebten Juden in „Palästina“ glücklich an der Seite von Muslimen.Realität: Es gab kein Land namens „Palästina“. Und es gab keine „glückliche… https://t.co/FWIRtLuQyW heplev",,,,,,,,,
1.52903847353294E+018,"@Shevek1981 @Knatters1896 @PhyseterD Die historische Realität passt nicht zu deiner Definition.\n\nDu bist derjenige, der auf oberflächlichste Art nur die Hautfarbe der verfolgten und ermordeten Juden sehen will und die rassistische Verfolgung auf 'Basis' der 'Rasse' ignoriert.",,,,,,,,,
1.5290304647696E+018,"@PhyseterD @SaudiHaramco Ich habe mir nicht widersprochen. Ich habe nie gesagt, dass Juden Opfer von Rassismus geworden sind, weil sie weiß sind.",,,,,,,,,
1.52900566753266E+018,"Der „Spiegel“ ist sich nicht sicher, ob der Architekt der industriellen Massenvernichtung von sechs Millionen Juden wirklich schlimmer ist als ein 21jähriger russischer Panzersoldat, und ja, wer sowas raunt, ist nicht weit weg von Holocaust-Verharmlosung auf NPD-Level https://t.co/htR5X5A1Vw",,,,,,,,,
1.52884477744117E+018,"@Fredi268 Wenn es in Deutschland je eine Gruppe (ausser den Juden) gab die sich über echten Rassismus beschweren dürfen, dann sind das zu 100% die Türken. Kein anderes Volk (In der Nachrkiegsgeschichte) wurde komplett von Staat, Medien und Gesellschaft so im Stich gelassen und dämonisiert.",,,,,,,,,
1.52882167216964E+018,"@BILD Schrecklich, wie seit 2015 die Islamophobie zunimmt. Nur mehr Migration aus islamischen Ländern wird Deutschland befrieden, entnazifizieren und zu einem sicheren Ort für Frauen, Juden und Homosexuellen machen.\n#Ortskraefte #Islam",,,,,,,,,
1.52879139594697E+018,"@Thweologin @fraeuleinMoehri Ja, gut, aber der Gott, den auch Christen glauben, ist der Gott, der uns von den Juden überliefert ist.",,,,,,,,,
1.52874337112841E+018,"Es ist spannend, welcher ""Sturm"" aufzieht, wenn man kritisch an offiziellen deutschen Tabus rührt: früher einmal ""unwert"", heute ""unantastbar"". Deutschland muss lernen, seine ungesund extremistische Haltung gegenüber allem jüdischen aufzugeben. Und, den Respekt gegenüb. Juden../2",,,,,,,,,
1.52874104760144E+018,"@denistrubetskoy Ganz fies, dass die Unterdrückung durch das Naziregime durch einen russichsprachigen Juden (Zelensky) geführt wird. Ganz fieser Trick!",,,,,,,,,
1.52872964903078E+018,"sich als am effizientesten (vorher: Massenerschießungen, dann Lkw, bei denen die Abgase in einen abgeschlossenen Laderaum geleitet wurden, voller Juden). In alle Welt brachte die Deutschen der Wahn. Und das war die Revanche, auch andere Verlierer des 1. Weltkriegs dabei: Horthy🔽",,,,,,,,,
1.52861641735184E+018,"@EliteCrusader83 @nikitheblogger Diese ""SS-Truppen"" wurden von #Himmler persönlich ""arisiert"", den guten Freunden gibt man ein Küsschen!\nIn die Waffen SS wurde gegen Ende alles aufgenommen, vom Norweger bis zum Türken, Hauptsache er hasste Juden! https://t.co/YCogtAJN55",,,,,,,,,
1.52808030459394E+018,"Das sind übrigens die Leute aus IHREM Lager, @BlumeEvolution. Einem vor den Nazis geflohenen Juden wird hier unterstellt, er habe a) die Nazis in einem Zitat aus 1927 gelobt, und er wäre b) nur kein Nazi gewesen, weil er jüdischer Abstammung war. https://t.co/s4Tjt0tS52",,,,,,,,,
1.52790092972229E+018,"Versucht als Banke, hats nicht gehauen, bei den Religionen Christentum und Islam wollten Sie ihn evt. auch nicht, jetzt müssen Juden für seine Karriere hinhalten.\n\nDerjenige das Dualität ablehnt, ist u.a. ein Autokrat. Dieser Typ Unterdrückt Jüdischen stimmen im 21 Jahrhubdert. https://t.co/XWSGoPBm7m",,,,,,,,,
1.52754110407322E+018,"Weitgehend unbekannt ist in Deutschland die Geschichte der Diskriminierung, Unterdrückung &amp; Verfolgung der #Jüdinnen &amp; #Juden in der #Sowjetunion bis zu regelrecht antisemitisch getriggerte Kampagnen.\n\nAuch das ist Thema bei unserer Tagung: \nhttps://t.co/UOqnoZNJYF https://t.co/fjdnIqI3U3",,,,,,,,,
1.52693344896276E+018,In #Budapest leben viel mehr Juden als Muslime. Ihre Einrichtungen müssen auch nicht wie in #Berlin von der Polizei bewacht werden! #Ungarn,,,,,,,,,
1.52687777302488E+018,"Warum wohl? Weil dann deutlich wird, dass diese Übergriffe meist von Personen aus Macho-Kulturen verübt werden?\n\nBerliner Polizei darf Übergriffe auf Juden und Homosexuelle nicht mehr melden. https://t.co/PVrOeOmZTW",,,,,,,,,
1.5268468029721E+018,"Möchte man bewusst nicht von der starken Zunahme der Gewaltexzesse gegen Juden und homosexuelle Männer sprechen? Um nicht zugeben z. müssen, dass es ganz andere Gruppen als #AfD-Anhänger und gläubige #Christen sind, die hier die meisten Täter stellen … https://t.co/nD7r8UQQ4X",,,,,,,,,
1.52666638087511E+018,"Links a d Foto steht Joseph Bornstein, neben ihm seine Brüder und sein Vater. Sie waren Juden und Einwanderer und leisteten Widerstand gegen die  Nazis. Alle vier wurden in Vernichtungslager deportiert. Joseph überlebte. Seine Tochter ist🇫🇷s neue Premierministerin #ElisabethBorne https://t.co/XlqSksOpQo",,,,,,,,,
