"id";"description";"anger";"fear";"surprise";"sadness";"joy";"disgust";"envy";"jealousy";"other"
"1065969503441472";"Er soll lieber dafür sorgen, dass in Dresden,  bedingt durch den ständigen Unterrichtsausfall, wir keine Teilzeit Schüler haben. Das der Unterricht lt. Lehrplan in Haupt und in
Nebenfächern den Kindern garantiert wird. Ich kann diese Grütze nicht mehr hören...";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1065802840124805";"Politische Bildung heißt dann nichts weiter, als das alle mal wieder in nur eine Richtung gucken dürfen...";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1066279683410454";"Brandstiftung???? denkt manchmal jemand an die Möglichkeit ,daß sich der Hausbesitzer vielleicht ""warm saniert "" haben könnte ?";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1064655503572872";"Ich zieh mir Pegida ein bis nichts mehr geht, da merkt man das die Welt sich dreht...herzliche Grüße aus dem Erzgebirge, Freunde";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1066041470100942";"To you my good friend who read my words a message of strength Islam is not a religion Islam is a sadistic and criminal apologia that worships violence, sadism the sumicion mutilation theft looting terrorism totalitarianism envy the hate death and lies Muslims use the simulation lies and blackmail to impose there where they arrive their aim is the conquest think of your country in your family in your freedom before it is too late do not believe in those cowardly politicians and traitors who shout that ISLAM iS PEACE lie and betray their people to their history and their heritage your moral duty to stop the destruction of your civilization outside Europe's Muslims around the West not a single mosque or a single Koran say no to barbarism say NO TO ISLAM¡¡¡¡¡¡";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1064441993594223";"Tilo, Ich bin vor 27 Jahren nicht mit Schildern rum gefahren , ich bin schon immer Parteilos gewesen und bin es noch Heute, die Politik in der DDR war auch nicht erträglich und bin vor 27 Jahren auch auf die Straße gegangen, aber was hier mit den Volk in Deutschland gemacht wird ist  ist eine Schande für die Leute die vor 27 Jahren auf die Straße gegangen sind...Du bist nicht der Einzigste der sich traut, jetzt auf die Straße zu gehen. Ich bin seit November 2014 fast jeden Montag und anderen Demos auf der Straße... Wenn Du mit mir ein Problem hast , dann schau in meine Chronik, ansonsten geh zum Arzt...";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1069102966461459";"Links kennt  Kretschmann nur vom Straßenverkehr. Er ist ehe ein grün verwirrter Kleinbürger!";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1069105233127899";"habe immer gedacht eine krähe hackt der anderen kein auge aus. aber wie die sich selber fertigmachen untereinander köstlich. jeder versucht noch linksradikaler zu sein wie der andere. das ist schon abstruz";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1065883433450079";"Den Damen und Herren der linken Fraktion dann einen schönen Gruss: Gutes kann niemals aus Lüge und Gewalt entstehen.....schön brav an die eigene Nase fassen......und: Asylbeantrager die : ich weiss meinen Namen nicht und Pass einfach weg ist...sich mehrfach anmelden, rumpöbeln, vergewalttigen, steheln, rauben, zusammenschlagen,belästigen und Angst verbreiten sind als die GUTEN ????? Ihr habt se doch echt nicht mehr alle. Und Sachsen (ich komme übrignes NICHT aus Sachsen, also neutral ;-)  ) braucht BILDUNG ??? Hmmm...unsere Neuankömmlinge nicht ? WIR in Deutschland wissen was Recht und Unrecht ist und auch , das es IMMER auch bei uns solche Leute geben wird, die dann aber meistens auch bestraft werden (wenn auch manchmal nicht so wie es sein sollte bei Schändung, Tiermord, Quälerei, Brutalität, Tötungsdelikten)....aber : sie kennen die Gesetze unsere deutschen Mitbürger. .....der Rest: lassen wir dahingestellt, ob Bildung oder wenig oder eben garnicht. EINS fehlt auf JEDEN Fall da: der RESPEKT für die andere (unser hier in Deutschland ansässige) Kultur...egal ob Judentum, Christentum oder sonstiges FRIEDLICH ausgelebtes Brauch- und Religionstum.......";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1066040990100990";"Warum überrascht es mich nicht, dass Pegida gegen politische Bildung an Schulen ist? 
Ein Schelm weder böses dabei denkt ;)";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
"1064848076886948";"Ich bin stolz auf euch Sachsen,nicht nur das ihr die schönsten Mädels habt, nein ihr habt auch noch Vaterlandsstolz und kämpft dafür.
????????????????????????????????????????????????????????????????";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
"1065834113455011";"Na Logo wählen ist Pflicht! !!! Ich gebe nicht auf, der Glaube stirbt zuletzt.";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1069077889797300";"Einfach geil! Danke fürs Posten! Ich sehe mir diese tendenziöse Sendung ""Monitor"" seit Jahrzehnten nicht mehr an. Deshalb wußte ich nicht, was für Nachtschattengewächse die heute als ""Journalisten"" beschäftigen.";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1069143589790730";"werde nie verstehen , das die meisten Menschen in Baden Würtemberg  immer noch die Grünen wählen wollen. Habt ihr kein Gewissen euren Kindern gegenüber?";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1069136533124769";"Cemil Degirmenci  lies deine Link mal genau durch. Er stellt selber klar das das GG keine Verfassung ist,versucht aber sie als solche unter zujubeln.Womit ich deinen Informationshinweis mal an dich zurück gebe. und [@IND] neumann,wer Wiki als  vollwertige Quelle angibt,dem ist leider auch nicht wirklich zu helfen...und unsere ""Vefassung"" sagt dann im Art.120 aus,das wir Besatzungskosten zu tragen haben,weil wir  ja demnach was wären...wem zahlt man Besatzungskosten? richtig.... ja nee is klar...lasst euch mal weiter verarschen";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1065847320120357";"Was versteht er unter politischer Bildung? Gegen politische Bildung ist nichts einzuwenden, wenn sie nicht einseitig erfolgt und lediglich manipulieren soll. Wenn man nun Tillich und Mitstreiter so reden hört, scheint diese Gefahr sehr nahe liegend!";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1065820223456400";"Bei uns im Ort sind überwiegend Rentner als Flüchtlingshelfer tätig, denn es ist natürlich schön, in die Apotheke zu gehen und gegenüber den Angestellten mit einem Persilschein über alles zu stehen. Da kommen dann schon manchmal drohende Worte wie, haben sie etwa etwas gegen Flüchtlinge oder ein kleiner Nachsatz wie Nazis können wir in unserem Land nicht gebrauchen! Nun sind natürlich nicht alle Rentner so willkommensbesoffen, doch was fast alle aus der Generation 65 bis 80+ auszeichnet: Sie wählen fast alle stupide CDU und SPD!";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1066278033410619";"Michael Grimm  zur Entscheidung deiner Oma die  AfD zu wählen , kann ich nur sagen : gute Oma, liebe Oma!";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1069142563124166";"Schaut hin, ihr jungen Menschen, diese ""alte Herrenriege"" bestimmt über eure Zukunft! Deren"" Zukunft "" liegt hinter ihnen und sie haben den größten Teil ihres Lebens gelebt. Und ihr schaut immer noch zu!!!!!!!!! Ihr und eure Kinder müssen dieses Leid ertragen! Steht doch endlich auf!";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1064399096931846";"ehrlich, Alan?";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1065859820119107";"Er braucht uns ja nur zu erklären, warum fast nur wehrfähige Männer kommen und warum die hier bleiben sollen? Obwohl Asyl ja nur solange geht bis der Krieg zu Ende ist. Warum will man uns Umvolken?";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1065824020122687";"Ohhh Staatsbürgerkunde kommt mir bekannt vor.....";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
"1065932713445151";"Die Sachsen wollen kein Multikulti Herr Tillich, Multikulti ist gescheitert !!!!!";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1064594276912328";"Es gibt noch viel zu viel, worüber nicht gesprochen werden darf und ES KOTZT MICH AN! PEGIDA und die AfD finden es nötig, sich ausgerechnet bei Israel einzuschleimen, wo es doch ausgerechnet jüdische Organisationen sind, die, wie mir scheint, mithilfe von Schuldgefühlen und moralischer Erpressung die Europäischen Länder mit Fremden überfluten und damit die Europäischen Länder und die Kulturen ihrer Völker zerstören... Übrigens gewann ich soeben den Eindruck, es scheint eine jüdische Organisation zu geben, die ihren Namen durch drei Buchstaben abkürzt, die bei Facebook, wie es soeben schien, einen ""Security Check"" provozieren, sobald sie in einem Kommentar erscheinen. Zumindest ist das soeben mir geschehen, weshalb ich einen ganzen Kommentar, der diese Reihe aus drei Buchstaben enthielt und offenbar deshalb einfach nicht einstellbar war, löschen musste, um quasi denselben, diesen Kommentar, ohne die ominöse Reihe dreier Buchstaben, nochmals zu schreiben und posten zu können.... Es ist offensichtlich, dass wir hier eine Plattform benutzen, die genau von den Deutsch feindlichen Kräften kontrolliert wird, denen wir mithilfe dieser Plattform entkommen wollen... Es ist einfach lachhaft, wäre es nicht so tödlich ernst...";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1065926850112404";"mehr politische Schulbildung? Ich glaube, da bleiben die Klassenräume leer. Denn mein Kind wird sicher nicht an einer politischen Gehirnwäsche teilnehmen!";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1064921366879619";"Tilo Pusch zum Glück. (y)";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
"1064518290253260";"Wo bleibt die Bescheidenheit? Denn diese ist eine Tugend! ;-)";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1069077826463973";"nur zum Kotzen";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
"1065806996791056";"Staatsbürgerkunde. Die DDR läßt grüßen. 40 Jahre DDR können nicht schlecht gewesen sein. Ha- Ha   Und eine Blockflöte  Tillich gibt den Unterricht.";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1064370740268015";"willst du mich jetzt komplett verarschen? ich dachte der kommentar von charon kasten whatever analritter wäre schon die unterste stufe und dann kommst du hier angepimmelt und kriegst nicht einmal einen richtigen satz raus man!! ich kann mir beim besten willen nich zusammenreimen was du mir jetzt sagen willst! wie lange lebst du denn schon in deutschland? 3 wochen? ich kenne Asylanten die besser deutsch können als du!";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1065800806791675";"Ich erinnere Herrn Tillich daran, daß auch politische Bildung (Staatsbürgerkunde) in der DDR das Regime nicht gerettet hat! Und es wird euch diesmal auch nicht helfen!";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1065841533454269";"neee - iss klar, - wenn die ethnische Umformung bissl holpert dann halt staatliche Umerziehung - wie bei Väterchen Stalin und Vattern Honecker ...";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1065824590122630";"Die Herren Politiker sind in den abwarten Modus gewechselt: Wenn erst mal die nächsten 8-10 Milionen muslimische Einwanderer angekommen sind ist es irrelvant was die Altbevölkerung Denkt! Der Nannystaat der für den Bürger denkt und handelt";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1064379180267171";"Weil wir Sachsen uns niemals von den Geisteskranken Politikern; Vorschriften machen lassen. Die sind ja nur auf Ihr Ansehen in der Welt bedacht! ( IM Erika-Merkel)";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1065819610123128";"Schaut euch das linke Gesindel doch an...Die Meisten ändern doch ihre Gesinnung,  wenn sie erstmal einer geregelten Arbeit nachgehen und ordentlich Steuern und Abgaben zahlen!  Dann merken sie, das man jahrelang schaffen kann und trotzdem nicht vom Fleck kommt!  ??????";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1064380410267048";"Der Osten macht es vor. und wo bleibt der Westen?XD da ist ja schon alles verseucht bringt nix mehr.";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1066196066752149";"Schwachöpfe";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1065824936789262";"Die Forderung nach Veröffentlichung aller geheimen Akten über Deutschlands politische Vergangenheit scheint für diese Bildungsverweigerer keine Rolle zu spielen . Man will sich mit den alliierten Siegermächten nicht anlegen ! Die Aufarbeitung und Veröffentlichung soll dem Volk vorenthalten werden . Lügenpolitik zu Gunsten einer Scheindemokratie !!!!!!!!!!";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1065863873452035";"Jetzt wird es komisch. Die Gehirnwäsche als letztes Mittel. Die Angst der Regierung vor dem Volk, treibt seltsame Blüten. Aber das ist das Ergebnis vom Ignoranz und Verleumdung.

Seltsam ist nur das, dass Aufbegehren 
des Ostdeutschen Volkes 89 als mutig und richtig bezeichnet wurde. Das gleiche Aufbegehren gegen Bevormundung, Überwachung, Selbstherrlichkeit und gegen diktatorische Züge heisst heute von den gleichen Leuten "" Rechts und Nazi"".";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1065853190119770";"Unglaublich! ZDF will uns den RFID Chip schmackhaft machen!

Bereits vor 9 Monaten schrieb ich über diesen teuflischen Plan. Hier geht es zu meinem Artikel:http://www.macht-steuert-wissen.de/251/jeder-bekommt-einen-chip-implantiert-georg-orwells-vision-wird-realitaet/

https://www.youtube.com/watch?v=Fbu7YbbqZ9w&feature=youtu.be";TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1066007420104347";"Politische Schulbildung? Der Kasper kann ja mal politische und allgemeine Bildung an den Grenzübergängen anbieten! Auf dem Stundenplan bitte: Frauen gegen Ihren Willen belästigen,begrapschen und vergewaltigen? Nicht erlaubt! Steht unter Strafe! Illegale Grenzübertritte in Europa? Nicht erlaubt!  Zig Identitäten zum abkassieren von Leistungen aller Art? Nicht erlaubt! Islamisierung betreiben? Nicht erlaubt! Und damit er und seines gleichen noch was lernen,bitte CDU ,SPD und Grünen Politiker mitnehmen! Sich am Volkseigentum bereichern? Nicht erlaubt! Pädo freundliche Drecksäcke finanzieren und unterstützen? Nicht erlaubt!Gegen den Willen des Volkes regieren? Nicht erlaubt! Rentenkassen plündern? Nicht erlaubt! Kinder und Altersarmut zulassen? Nicht erlaubt! Selbst Diäten schamlos erhöhen? Nicht erlaubt!Unfassbar welche Arschlöcher momentan in diesem Land Scheiße reden dürfen!";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1065834123455010";"die Linken haben in den 90ern auf mein Auto, welches in Kreuzberg geparkt war, ein Anarchie-Symbol gekratzt und das bei einem Arbeiter, denkt nicht das die sich für Recht und Ordnung einsetzen.";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1069081123130310";"was faselt dieser Mann denn permanent von der Verfassung? Von was für einer Verfassung fabuliert er denn? Doch nicht etwa von der deutschen? Die vor der Weimarer Republik..oder meint er diesmal wieder fälschlich und propagandistisch das GRUNDGESETZ,was ja schon deswegen nicht Verfassung heißt,weil es eben GRUNDGESETZ namentlich betitelt wird.";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1065856720119417";"Sachsen braucht also mehr""Gutmensch-Propaganda""? Auf keinen Fall, die Sachsen sind ein leuchtendes Beispiel für uns alle wie man sich richtig zur Wehr setzt! Respekt!";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
"1066592630045826";"Ich kenne bei dieser Politik die hier gemacht wird nur einen Spruch und der geht so. Politik ist eine Hure, du kannst machen was du willst solange du Bezahlst!!!";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1065802323458190";"da hab ich immer geschlafen :)";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
"1064408500264239";"Torsten Martin- selten so gelacht :v";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
"1069175566454199";"Kretschmann ist ein Linker durch und durch. Anhänger des Menschenschlächters Mao Tse Tung, der für über 50 Millionen Tote (!) in Friedenszeiten verantwortlich ist.
Kretschman und Konsorten sind die größte Gefahr für einen wirklichen Rechtstaat.";FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1064387276933028";"Angy Day: vielleicht ich bin die Ausnahme. Ehrlich gesagt, ich liebe Deutschland, und ich respektiere es. Das 95% der Flüchtlingen sind undankbar, ich gehöre im 5%. 

Liebe grüße!";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
"1065896900115399";"Michael Grimm  ja die hässliche Fratze! Warum sehen das so wenige Mensche? Denen im Westen ging es doch nur gut ,weil es uns gab. Die ganzen Konsumgüter die wir zusätzlich in den Kombinaten produziert haben für den Westen. Wir 16 Millionen Einwohner waren tüchtige Arbeiter, mit dem bisschen was wir hatten! Ich will das System von Damals nicht preisen, denn so ging es auch nicht weiter! Jedoch was jetzt abgeht ist der schiere Wahnsinn!";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1069103569794732";"Mal ganz ehrlich, der Herr Kretschmann kommt mir sehr verdächtig vor , entweder ist er etwas verwirrt oder aber er nimmt auch solche guten Mittelchen ala Volker Beck ! Er kann Fragen nicht folgen, gibt merkwürdige Antworten, ja holla die Waldfee, und solche Menschen regieren ein Bundesland, nee danke , wer diese Leute an die Macht gebracht ist auch irgendwie nicht ganz bei Trost, noch dazu diese Kompost Partei, die sollte schnell entsorgt werden, besser ist das .";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1069165989788490";"Wie kompetent, der weiss nur, dass er grün ist?!?";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1065813310123758";"Wenn man Politik mit dem Volk, für das Volk macht, hat man ""politische Bildung"" nicht notwendig! Mittlerweile weiß jeder mündige Bürger, was er von diesem ""Staat"" zu halten hat! Wenn die jetzige Politik, nach altem SED-Stil, ""Augen zu und durch"", weiter praktiziert wird, ist eine Eskalation der Lage absehbar. Und das nicht nur in Sachsen, sondern bundesweit!";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1069080809797008";"Der gehört doch der gleichen Partei an wie dieser Beck...oder?...ach ja...man hört es doch auch!!! Könnte es sein, dass sein Lieferant in Verzug ist? Wer wählt eigentlich solche Leute...???";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1064440160261073";"Na ja, die Uni Leipzig hat halt alle Wessie-Versager, die keine Studienzulassung an anderen Unis bekamen, in den 90-ern aufgenommen. Jetzt ham wir den Salat.";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1064996736872082";"Gerry Zuhlig  Der Erste Weltkrieg 17 Millionen Tote (verursacht durch Nicht-Muslime)
2. Der Zweite Weltkrieg 50-55000000 tot (verursacht durch Nicht-Muslime)
3. Nagasaki Atombomben 200.000 Tote (verursacht durch Nicht-Muslime)
4. Der Krieg in Vietnam mehr als 5 Millionen Tote (verursacht durch Nicht-Muslime)
5. Der Krieg in Bosnien / Kosovo mehr als 500.000 Toten (verursacht Nicht-Muslime)
6. Krieg im Irak (bisher) 1.200.000 Todesfälle (verursacht Nicht-Muslime)
7. Afghanistan, Burma usw. (verursacht durch Nicht-Muslime)
Du denkst immer noch, dass der Islam ist das Problem ?!
Und wenn zu ihnen gesagt wird: ""verursachen keine Korruption auf der Erde"", sagen sie: ""Wir sind Friedensmacher, aber Reformer."" [02.11]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1064381780266911";"Ob ihr es glaubt oder nicht.Hier in Worms in einer 9 Klasse wussten fast alle in dieser Schulklasse nicht wo Sachsen liegt.Was Sachsen ist.Und wo Dresden liegt!
Da fällt ein nichts mehr ein.Diese Schulbildung hier im Kalifat Worms ist einfach unfassbar.";TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1069177186454037";"den müsst ihr euch reinziehen der Knaller die dummen Kinderficker Drogenkranken grünen";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1065904983447924";"Zu Sachsen, Dresden, Bautzen, Clausnitz :                                                                                              Sachsen liegt da , wo die Sonne aufgeht , im Westen geht sie unter, lach.                                            Doch gommt der Sachse nach Berlin, da gönn' se ihn nich leiden.
Da wolln s'ihm eene drieberziehn, da wolln se mit ihm streiten!
Und dud ma'n ooch verscheißern, sein Liedschen singt er eisern!
Sing, mei Sachse, sing 
Politiker tun in öffentlichen Debatten ja
nach wie vor so, als wüssten sie nicht, warum
gerade im Osten Deutschlands die Bürger
gegen die sture und irrsinnige Asylpolitik
der Bundesregierung auf die Straße gehen:
Einfach erklärt
Weil sie dort keine dieser westdeutschen
Verhältnisse wollen, keine Städte mit einem 
sehr hohen Migrantenanteil, in denen man
denkt nicht mehr in Deutschland zu sein.
Weil sie keine No-Go-Areas (Ghettos) wollen
in die sich nicht mal mehr gerne Polizisten
trauen, weil dort vor allem kriminelle
türkisch-arabische und südosteuropäische
Banden ihr Unwesen treiben und die
Kriminalität entsprechend hoch ist";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"1065793086792447";"nu, is noch nich genugg?  immer feste druff uff de SAXN .....! nach 'das sind doch keine Menschen'  (Tillich 'liebevoll' zu seinen landsleuten! ho-ho). will er sie jetzt auch noch 'politisch bilden'(lassen). d e r  häts dageschen dringend neetisch ......";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
